shosi_id,kokkai_link,opac_link 
'000008044562',http://iss.ndl.go.jp/books/R100000002-I000008044562-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044562&adjacent=N&x=0&y=0&con_lng=jpn
'000007950242',http://iss.ndl.go.jp/books/R100000002-I000007950242-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007950242&adjacent=N&x=0&y=0&con_lng=jpn
'000007979885',http://iss.ndl.go.jp/books/R100000002-I000007979885-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007979885&adjacent=N&x=0&y=0&con_lng=jpn
'000007980329',http://iss.ndl.go.jp/books/R100000002-I000007980329-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007980329&adjacent=N&x=0&y=0&con_lng=jpn
'000007674373',http://iss.ndl.go.jp/books/R100000002-I000007674373-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007674373&adjacent=N&x=0&y=0&con_lng=jpn
'000007674431',http://iss.ndl.go.jp/books/R100000002-I000007674431-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007674431&adjacent=N&x=0&y=0&con_lng=jpn
'000008075319',http://iss.ndl.go.jp/books/R100000002-I000008075319-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008075319&adjacent=N&x=0&y=0&con_lng=jpn
'000008092050',http://iss.ndl.go.jp/books/R100000002-I000008092050-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008092050&adjacent=N&x=0&y=0&con_lng=jpn
'000008025134',http://iss.ndl.go.jp/books/R100000002-I000008025134-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008025134&adjacent=N&x=0&y=0&con_lng=jpn
'000007980069',http://iss.ndl.go.jp/books/R100000002-I000007980069-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007980069&adjacent=N&x=0&y=0&con_lng=jpn
'000007674494',http://iss.ndl.go.jp/books/R100000002-I000007674494-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007674494&adjacent=N&x=0&y=0&con_lng=jpn
'000008080301',http://iss.ndl.go.jp/books/R100000002-I000008080301-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008080301&adjacent=N&x=0&y=0&con_lng=jpn
'000007939519',http://iss.ndl.go.jp/books/R100000002-I000007939519-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007939519&adjacent=N&x=0&y=0&con_lng=jpn
'000007761846',http://iss.ndl.go.jp/books/R100000002-I000007761846-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007761846&adjacent=N&x=0&y=0&con_lng=jpn
'000007844126',http://iss.ndl.go.jp/books/R100000002-I000007844126-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007844126&adjacent=N&x=0&y=0&con_lng=jpn
'000007893257',http://iss.ndl.go.jp/books/R100000002-I000007893257-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007893257&adjacent=N&x=0&y=0&con_lng=jpn
'000008044455',http://iss.ndl.go.jp/books/R100000002-I000008044455-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044455&adjacent=N&x=0&y=0&con_lng=jpn
'000007894208',http://iss.ndl.go.jp/books/R100000002-I000007894208-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007894208&adjacent=N&x=0&y=0&con_lng=jpn
'000008038445',http://iss.ndl.go.jp/books/R100000002-I000008038445-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008038445&adjacent=N&x=0&y=0&con_lng=jpn
'000007972245',http://iss.ndl.go.jp/books/R100000002-I000007972245-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007972245&adjacent=N&x=0&y=0&con_lng=jpn
'000008094288',http://iss.ndl.go.jp/books/R100000002-I000008094288-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008094288&adjacent=N&x=0&y=0&con_lng=jpn
'000007761855',http://iss.ndl.go.jp/books/R100000002-I000007761855-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007761855&adjacent=N&x=0&y=0&con_lng=jpn
'000008044476',http://iss.ndl.go.jp/books/R100000002-I000008044476-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044476&adjacent=N&x=0&y=0&con_lng=jpn
'000008044527',http://iss.ndl.go.jp/books/R100000002-I000008044527-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044527&adjacent=N&x=0&y=0&con_lng=jpn
'000008044606',http://iss.ndl.go.jp/books/R100000002-I000008044606-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044606&adjacent=N&x=0&y=0&con_lng=jpn
'000008075411',http://iss.ndl.go.jp/books/R100000002-I000008075411-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008075411&adjacent=N&x=0&y=0&con_lng=jpn
'000008257722',http://iss.ndl.go.jp/books/R100000002-I000008257722-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008257722&adjacent=N&x=0&y=0&con_lng=jpn
'000008094301',http://iss.ndl.go.jp/books/R100000002-I000008094301-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008094301&adjacent=N&x=0&y=0&con_lng=jpn
'000008257415',http://iss.ndl.go.jp/books/R100000002-I000008257415-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008257415&adjacent=N&x=0&y=0&con_lng=jpn
'000008257718',http://iss.ndl.go.jp/books/R100000002-I000008257718-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008257718&adjacent=N&x=0&y=0&con_lng=jpn
'000007941010',http://iss.ndl.go.jp/books/R100000002-I000007941010-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007941010&adjacent=N&x=0&y=0&con_lng=jpn
'000008044162',http://iss.ndl.go.jp/books/R100000002-I000008044162-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044162&adjacent=N&x=0&y=0&con_lng=jpn
'000007761860',http://iss.ndl.go.jp/books/R100000002-I000007761860-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007761860&adjacent=N&x=0&y=0&con_lng=jpn
'000007761862',http://iss.ndl.go.jp/books/R100000002-I000007761862-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007761862&adjacent=N&x=0&y=0&con_lng=jpn
'000008257349',http://iss.ndl.go.jp/books/R100000002-I000008257349-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008257349&adjacent=N&x=0&y=0&con_lng=jpn
'000007674471',http://iss.ndl.go.jp/books/R100000002-I000007674471-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007674471&adjacent=N&x=0&y=0&con_lng=jpn
'000008080231',http://iss.ndl.go.jp/books/R100000002-I000008080231-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008080231&adjacent=N&x=0&y=0&con_lng=jpn
'000007674478',http://iss.ndl.go.jp/books/R100000002-I000007674478-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007674478&adjacent=N&x=0&y=0&con_lng=jpn
'000007674446',http://iss.ndl.go.jp/books/R100000002-I000007674446-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007674446&adjacent=N&x=0&y=0&con_lng=jpn
'000008446539',http://iss.ndl.go.jp/books/R100000002-I000008446539-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008446539&adjacent=N&x=0&y=0&con_lng=jpn
'000008014798',http://iss.ndl.go.jp/books/R100000002-I000008014798-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008014798&adjacent=N&x=0&y=0&con_lng=jpn
'000007979893',http://iss.ndl.go.jp/books/R100000002-I000007979893-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007979893&adjacent=N&x=0&y=0&con_lng=jpn
'000008044494',http://iss.ndl.go.jp/books/R100000002-I000008044494-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044494&adjacent=N&x=0&y=0&con_lng=jpn
'000008044611',http://iss.ndl.go.jp/books/R100000002-I000008044611-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044611&adjacent=N&x=0&y=0&con_lng=jpn
'000008044151',http://iss.ndl.go.jp/books/R100000002-I000008044151-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044151&adjacent=N&x=0&y=0&con_lng=jpn
'000007894212',http://iss.ndl.go.jp/books/R100000002-I000007894212-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007894212&adjacent=N&x=0&y=0&con_lng=jpn
'000008080908',http://iss.ndl.go.jp/books/R100000002-I000008080908-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008080908&adjacent=N&x=0&y=0&con_lng=jpn
'000008081134',http://iss.ndl.go.jp/books/R100000002-I000008081134-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008081134&adjacent=N&x=0&y=0&con_lng=jpn
'000007938802',http://iss.ndl.go.jp/books/R100000002-I000007938802-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007938802&adjacent=N&x=0&y=0&con_lng=jpn
'000008038466',http://iss.ndl.go.jp/books/R100000002-I000008038466-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008038466&adjacent=N&x=0&y=0&con_lng=jpn
'023625391',http://iss.ndl.go.jp/books/R100000002-I023625391-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+023625391&adjacent=N&x=0&y=0&con_lng=jpn
'000008332019',http://iss.ndl.go.jp/books/R100000002-I000008332019-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008332019&adjacent=N&x=0&y=0&con_lng=jpn
'000008257715',http://iss.ndl.go.jp/books/R100000002-I000008257715-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008257715&adjacent=N&x=0&y=0&con_lng=jpn
'000007941005',http://iss.ndl.go.jp/books/R100000002-I000007941005-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007941005&adjacent=N&x=0&y=0&con_lng=jpn
'000007908732',http://iss.ndl.go.jp/books/R100000002-I000007908732-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007908732&adjacent=N&x=0&y=0&con_lng=jpn
'000007979676',http://iss.ndl.go.jp/books/R100000002-I000007979676-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007979676&adjacent=N&x=0&y=0&con_lng=jpn
'000007831028',http://iss.ndl.go.jp/books/R100000002-I000007831028-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007831028&adjacent=N&x=0&y=0&con_lng=jpn
'000007830927',http://iss.ndl.go.jp/books/R100000002-I000007830927-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007830927&adjacent=N&x=0&y=0&con_lng=jpn
'000007830976',http://iss.ndl.go.jp/books/R100000002-I000007830976-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007830976&adjacent=N&x=0&y=0&con_lng=jpn
'000007830910',http://iss.ndl.go.jp/books/R100000002-I000007830910-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007830910&adjacent=N&x=0&y=0&con_lng=jpn
'000008032649',http://iss.ndl.go.jp/books/R100000002-I000008032649-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008032649&adjacent=N&x=0&y=0&con_lng=jpn
'000007830917',http://iss.ndl.go.jp/books/R100000002-I000007830917-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007830917&adjacent=N&x=0&y=0&con_lng=jpn
'000008075425',http://iss.ndl.go.jp/books/R100000002-I000008075425-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008075425&adjacent=N&x=0&y=0&con_lng=jpn
'000007893250',http://iss.ndl.go.jp/books/R100000002-I000007893250-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007893250&adjacent=N&x=0&y=0&con_lng=jpn
'000008257706',http://iss.ndl.go.jp/books/R100000002-I000008257706-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008257706&adjacent=N&x=0&y=0&con_lng=jpn
'000007793673',http://iss.ndl.go.jp/books/R100000002-I000007793673-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007793673&adjacent=N&x=0&y=0&con_lng=jpn
'000007940984',http://iss.ndl.go.jp/books/R100000002-I000007940984-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007940984&adjacent=N&x=0&y=0&con_lng=jpn
'000007619719',http://iss.ndl.go.jp/books/R100000002-I000007619719-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007619719&adjacent=N&x=0&y=0&con_lng=jpn
'000007764058',http://iss.ndl.go.jp/books/R100000002-I000007764058-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007764058&adjacent=N&x=0&y=0&con_lng=jpn
'000007656706',http://iss.ndl.go.jp/books/R100000002-I000007656706-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007656706&adjacent=N&x=0&y=0&con_lng=jpn
'000008099492',http://iss.ndl.go.jp/books/R100000002-I000008099492-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008099492&adjacent=N&x=0&y=0&con_lng=jpn
'000008067832',http://iss.ndl.go.jp/books/R100000002-I000008067832-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008067832&adjacent=N&x=0&y=0&con_lng=jpn
'000007841588',http://iss.ndl.go.jp/books/R100000002-I000007841588-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007841588&adjacent=N&x=0&y=0&con_lng=jpn
'000008080276',http://iss.ndl.go.jp/books/R100000002-I000008080276-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008080276&adjacent=N&x=0&y=0&con_lng=jpn
'000008081050',http://iss.ndl.go.jp/books/R100000002-I000008081050-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008081050&adjacent=N&x=0&y=0&con_lng=jpn
'000008080889',http://iss.ndl.go.jp/books/R100000002-I000008080889-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008080889&adjacent=N&x=0&y=0&con_lng=jpn
'000007938670',http://iss.ndl.go.jp/books/R100000002-I000007938670-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007938670&adjacent=N&x=0&y=0&con_lng=jpn
'000007938655',http://iss.ndl.go.jp/books/R100000002-I000007938655-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007938655&adjacent=N&x=0&y=0&con_lng=jpn
'000007938648',http://iss.ndl.go.jp/books/R100000002-I000007938648-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007938648&adjacent=N&x=0&y=0&con_lng=jpn
'000007939528',http://iss.ndl.go.jp/books/R100000002-I000007939528-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007939528&adjacent=N&x=0&y=0&con_lng=jpn
'000007674299',http://iss.ndl.go.jp/books/R100000002-I000007674299-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007674299&adjacent=N&x=0&y=0&con_lng=jpn
'000008081037',http://iss.ndl.go.jp/books/R100000002-I000008081037-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008081037&adjacent=N&x=0&y=0&con_lng=jpn
'000008080880',http://iss.ndl.go.jp/books/R100000002-I000008080880-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008080880&adjacent=N&x=0&y=0&con_lng=jpn
'000008167204',http://iss.ndl.go.jp/books/R100000002-I000008167204-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008167204&adjacent=N&x=0&y=0&con_lng=jpn
'000007972215',http://iss.ndl.go.jp/books/R100000002-I000007972215-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007972215&adjacent=N&x=0&y=0&con_lng=jpn
'000008080259',http://iss.ndl.go.jp/books/R100000002-I000008080259-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008080259&adjacent=N&x=0&y=0&con_lng=jpn
'000008080245',http://iss.ndl.go.jp/books/R100000002-I000008080245-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008080245&adjacent=N&x=0&y=0&con_lng=jpn
'000007674522',http://iss.ndl.go.jp/books/R100000002-I000007674522-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007674522&adjacent=N&x=0&y=0&con_lng=jpn
'000008025114',http://iss.ndl.go.jp/books/R100000002-I000008025114-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008025114&adjacent=N&x=0&y=0&con_lng=jpn
'000007872314',http://iss.ndl.go.jp/books/R100000002-I000007872314-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007872314&adjacent=N&x=0&y=0&con_lng=jpn
'000007980263',http://iss.ndl.go.jp/books/R100000002-I000007980263-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007980263&adjacent=N&x=0&y=0&con_lng=jpn
'000007979668',http://iss.ndl.go.jp/books/R100000002-I000007979668-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007979668&adjacent=N&x=0&y=0&con_lng=jpn
'000008167206',http://iss.ndl.go.jp/books/R100000002-I000008167206-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008167206&adjacent=N&x=0&y=0&con_lng=jpn
'000007980516',http://iss.ndl.go.jp/books/R100000002-I000007980516-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007980516&adjacent=N&x=0&y=0&con_lng=jpn
'000007980576',http://iss.ndl.go.jp/books/R100000002-I000007980576-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007980576&adjacent=N&x=0&y=0&con_lng=jpn
'000007940988',http://iss.ndl.go.jp/books/R100000002-I000007940988-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007940988&adjacent=N&x=0&y=0&con_lng=jpn
'000008029683',http://iss.ndl.go.jp/books/R100000002-I000008029683-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008029683&adjacent=N&x=0&y=0&con_lng=jpn
'000008445362',http://iss.ndl.go.jp/books/R100000002-I000008445362-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008445362&adjacent=N&x=0&y=0&con_lng=jpn
'000007938690',http://iss.ndl.go.jp/books/R100000002-I000007938690-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007938690&adjacent=N&x=0&y=0&con_lng=jpn
'000008044589',http://iss.ndl.go.jp/books/R100000002-I000008044589-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044589&adjacent=N&x=0&y=0&con_lng=jpn
'000008044136',http://iss.ndl.go.jp/books/R100000002-I000008044136-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044136&adjacent=N&x=0&y=0&con_lng=jpn
'000008044520',http://iss.ndl.go.jp/books/R100000002-I000008044520-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044520&adjacent=N&x=0&y=0&con_lng=jpn
'000007939522',http://iss.ndl.go.jp/books/R100000002-I000007939522-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007939522&adjacent=N&x=0&y=0&con_lng=jpn
'000007674157',http://iss.ndl.go.jp/books/R100000002-I000007674157-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007674157&adjacent=N&x=0&y=0&con_lng=jpn
'000008044397',http://iss.ndl.go.jp/books/R100000002-I000008044397-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000008044397&adjacent=N&x=0&y=0&con_lng=jpn
'000007803019',http://iss.ndl.go.jp/books/R100000002-I000007803019-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007803019&adjacent=N&x=0&y=0&con_lng=jpn
'000007844111',http://iss.ndl.go.jp/books/R100000002-I000007844111-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007844111&adjacent=N&x=0&y=0&con_lng=jpn
'000007716265',http://iss.ndl.go.jp/books/R100000002-I000007716265-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007716265&adjacent=N&x=0&y=0&con_lng=jpn
'000007902008',http://iss.ndl.go.jp/books/R100000002-I000007902008-00,https://ndlopac.ndl.go.jp/pds?func=sso&url=https://ndlopac.ndl.go.jp/F?func=find-c&ccl_term=001+%3D+000007902008&adjacent=N&x=0&y=0&con_lng=jpn
